County ,County Type,Rating Area,Issuer Name,Plan Type,Unemployment denominator,Unemployment numerator,Uninsured adult  numerator,Uninsured adult denominator,Uninsured children denominator,Uninsured children numerator,Primarycare physicians numerator,Primarycare physicians denominator,Median family income,Median household income,Population,Per capita income,Couple 1 child Age 21,Couple 1 child Age 30,Couple 1 child Age 40,Couple 1 child Age 50,Couple 2 children Age 21,Couple 2 children Age 30,Couple 2 children Age 40,Couple 2 children Age 50,Couple 3 or more Children Age 21,Couple 3 or more Children Age 30,Couple 3 or more Children Age 40,Couple 3 or more Children Age 50,Drug Deductible - family - standard,Drug Deductible - individual - standard,Drug Maximum Out of Pocket - Family  - standard,Drug Maximum Out of Pocket - individual - standard,Emergency Room  - standard,Fips,Generic Drugs - standard,Individual 1 child Age 21,Individual 1 child Age 30,Individual 1 child Age 40,Individual 1 child Age 50,Individual 2 children Age 21,Individual 2 children Age 30,Individual 2 children Age 40,Individual 2 children Age 50,Individual 3 or more children Age 21,Individual 3 or more children Age 30,Individual 3 or more children Age 40,Individual 3 or more children Age 50,Inpatient Facility  - standard,Inpatient Physician - standard,Medical Deductible - individual - standard,Medical Deductible -family - standard,Medical Maximum Out Of Pocket - individual - standard,Medical Maximum Out of Pocket - family - standard,Non-preferred Brand Drugs - standard,Preferred Brand Drugs - standard,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30,Premium Adult Individual Age 40,Premium Adult Individual Age 50,Premium Adult Individual Age 60,Premium Child,Premium Couple 21,Premium Couple 30,Premium Couple 40,Premium Couple 50,Premium Couple 60,Primary Care Physician  - standard,Specialist  - standard,Specialty Drugs - standard,Quality of life(Quartile),Quality of life(Rank),clinicalcare(Quartile),clinicalcare(Rank),healthbehavior(Rank),healthbehaviour(Quartile),physical(Quartile),physical(Rank),socioeconomic(Quartile),socioeconomic(Rank),Length of life(Quartile),Length of life(Rank)
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",POS,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,676.75,746.11,819.55,1080.49,839.83,909.2,982.64,1243.58,1002.93,1072.29,1145.73,1406.67,0,0,Included in Medical,Included in Medical,20,17017,7,419.91,454.6,491.32,621.79,583.01,617.69,654.41,784.88,746.09,780.78,817.5,947.97,20,20,1,2,4,8,70,35,256.83,269.16,291.51,328.23,458.7,697.05,163.09,513.66,583.02,656.46,917.4,1394.1,20,40,140,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,"Health Alliance Medical Plans, Inc.",POS,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,676.75,746.11,819.55,1080.49,839.83,909.2,982.64,1243.58,1002.93,1072.29,1145.73,1406.67,0,0,Included in Medical,Included in Medical,20,17001,7,419.91,454.6,491.32,621.79,583.01,617.69,654.41,784.88,746.09,780.78,817.5,947.97,20,20,1,2,4,8,70,35,256.83,269.16,291.51,328.23,458.7,697.05,163.09,513.66,583.02,656.46,917.4,1394.1,20,40,140,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,569.04,627.35,689.11,908.53,706.18,764.48,826.24,1045.65,843.31,901.61,963.37,1182.79,0,0,Included in Medical,Included in Medical,40,17009,40,353.09,382.24,413.12,522.82,490.22,519.37,550.25,659.96,627.35,656.5,687.38,797.08,40,40,4,8,6,12,40,40,215.96,226.32,245.11,275.99,385.7,586.1,137.13,431.92,490.22,551.98,771.4,1172.2,40,40,40,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,569.04,627.35,689.11,908.53,706.18,764.48,826.24,1045.65,843.31,901.61,963.37,1182.79,0,0,Included in Medical,Included in Medical,40,17009,40,353.09,382.24,413.12,522.82,490.22,519.37,550.25,659.96,627.35,656.5,687.38,797.08,40,40,4,8,6,12,40,40,215.96,226.32,245.11,275.99,385.7,586.1,137.13,431.92,490.22,551.98,771.4,1172.2,40,40,40,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,569.04,627.35,689.11,908.53,706.18,764.48,826.24,1045.65,843.31,901.61,963.37,1182.79,0,0,Included in Medical,Included in Medical,40,17017,40,353.09,382.24,413.12,522.82,490.22,519.37,550.25,659.96,627.35,656.5,687.38,797.08,40,40,4,8,6,12,40,40,215.96,226.32,245.11,275.99,385.7,586.1,137.13,431.92,490.22,551.98,771.4,1172.2,40,40,40,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,569.04,627.35,689.11,908.53,706.18,764.48,826.24,1045.65,843.31,901.61,963.37,1182.79,0,0,Included in Medical,Included in Medical,40,17017,40,353.09,382.24,413.12,522.82,490.22,519.37,550.25,659.96,627.35,656.5,687.38,797.08,40,40,4,8,6,12,40,40,215.96,226.32,245.11,275.99,385.7,586.1,137.13,431.92,490.22,551.98,771.4,1172.2,40,40,40,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,569.04,627.35,689.11,908.53,706.18,764.48,826.24,1045.65,843.31,901.61,963.37,1182.79,0,0,Included in Medical,Included in Medical,40,17001,40,353.09,382.24,413.12,522.82,490.22,519.37,550.25,659.96,627.35,656.5,687.38,797.08,40,40,4,8,6,12,40,40,215.96,226.32,245.11,275.99,385.7,586.1,137.13,431.92,490.22,551.98,771.4,1172.2,40,40,40,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",POS,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,639.25,704.75,774.13,1020.6,793.3,858.8,928.18,1174.65,947.35,1012.85,1082.23,1328.71,0,0,Included in Medical,Included in Medical,30,17009,10,396.65,429.4,464.09,587.32,550.7,583.45,618.14,741.38,704.75,737.5,772.19,895.43,30,30,1,3,5,11,80,40,242.6,254.24,275.35,310.04,433.28,658.41,154.05,485.2,550.7,620.08,866.56,1316.82,30,30,200,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",POS,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,639.25,704.75,774.13,1020.6,793.3,858.8,928.18,1174.65,947.35,1012.85,1082.23,1328.71,0,0,Included in Medical,Included in Medical,30,17009,10,396.65,429.4,464.09,587.32,550.7,583.45,618.14,741.38,704.75,737.5,772.19,895.43,30,30,1,3,5,11,80,40,242.6,254.24,275.35,310.04,433.28,658.41,154.05,485.2,550.7,620.08,866.56,1316.82,30,30,200,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",POS,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,639.25,704.75,774.13,1020.6,793.3,858.8,928.18,1174.65,947.35,1012.85,1082.23,1328.71,0,0,Included in Medical,Included in Medical,30,17017,10,396.65,429.4,464.09,587.32,550.7,583.45,618.14,741.38,704.75,737.5,772.19,895.43,30,30,1,3,5,11,80,40,242.6,254.24,275.35,310.04,433.28,658.41,154.05,485.2,550.7,620.08,866.56,1316.82,30,30,200,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",POS,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,639.25,704.75,774.13,1020.6,793.3,858.8,928.18,1174.65,947.35,1012.85,1082.23,1328.71,0,0,Included in Medical,Included in Medical,30,17017,10,396.65,429.4,464.09,587.32,550.7,583.45,618.14,741.38,704.75,737.5,772.19,895.43,30,30,1,3,5,11,80,40,242.6,254.24,275.35,310.04,433.28,658.41,154.05,485.2,550.7,620.08,866.56,1316.82,30,30,200,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,"Health Alliance Medical Plans, Inc.",POS,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,639.25,704.75,774.13,1020.6,793.3,858.8,928.18,1174.65,947.35,1012.85,1082.23,1328.71,0,0,Included in Medical,Included in Medical,30,17001,10,396.65,429.4,464.09,587.32,550.7,583.45,618.14,741.38,704.75,737.5,772.19,895.43,30,30,1,3,5,11,80,40,242.6,254.24,275.35,310.04,433.28,658.41,154.05,485.2,550.7,620.08,866.56,1316.82,30,30,200,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",POS,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,577.96,637.17,699.92,922.76,717.24,776.46,839.2,1062.04,856.52,915.74,978.48,1201.32,500,250,Included in Medical,Included in Medical,30,17009,10,358.62,388.23,419.6,531.02,497.9,527.51,558.88,670.3,637.18,666.79,698.16,809.58,30,30,2,4,5,11,80,40,219.34,229.87,248.95,280.32,391.74,595.29,139.28,438.68,497.9,560.64,783.48,1190.58,30,30,200,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",POS,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,577.96,637.17,699.92,922.76,717.24,776.46,839.2,1062.04,856.52,915.74,978.48,1201.32,500,250,Included in Medical,Included in Medical,30,17009,10,358.62,388.23,419.6,531.02,497.9,527.51,558.88,670.3,637.18,666.79,698.16,809.58,30,30,2,4,5,11,80,40,219.34,229.87,248.95,280.32,391.74,595.29,139.28,438.68,497.9,560.64,783.48,1190.58,30,30,200,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",POS,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,577.96,637.17,699.92,922.76,717.24,776.46,839.2,1062.04,856.52,915.74,978.48,1201.32,500,250,Included in Medical,Included in Medical,30,17017,10,358.62,388.23,419.6,531.02,497.9,527.51,558.88,670.3,637.18,666.79,698.16,809.58,30,30,2,4,5,11,80,40,219.34,229.87,248.95,280.32,391.74,595.29,139.28,438.68,497.9,560.64,783.48,1190.58,30,30,200,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",POS,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,577.96,637.17,699.92,922.76,717.24,776.46,839.2,1062.04,856.52,915.74,978.48,1201.32,500,250,Included in Medical,Included in Medical,30,17017,10,358.62,388.23,419.6,531.02,497.9,527.51,558.88,670.3,637.18,666.79,698.16,809.58,30,30,2,4,5,11,80,40,219.34,229.87,248.95,280.32,391.74,595.29,139.28,438.68,497.9,560.64,783.48,1190.58,30,30,200,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,"Health Alliance Medical Plans, Inc.",POS,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,577.96,637.17,699.92,922.76,717.24,776.46,839.2,1062.04,856.52,915.74,978.48,1201.32,500,250,Included in Medical,Included in Medical,30,17001,10,358.62,388.23,419.6,531.02,497.9,527.51,558.88,670.3,637.18,666.79,698.16,809.58,30,30,2,4,5,11,80,40,219.34,229.87,248.95,280.32,391.74,595.29,139.28,438.68,497.9,560.64,783.48,1190.58,30,30,200,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Blue Cross Blue Shield of Illinois,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,578.01,637.23,699.96,922.82,717.3,776.52,839.26,1062.11,856.59,915.81,978.55,1201.4,0,0,Included in Medical,Included in Medical,500,17009,0,358.65,388.26,419.63,531.05,497.94,527.54,558.91,670.34,637.23,666.84,698.21,809.64,250,0,6,12,6,12,100,50,219.36,229.88,248.97,280.33,391.77,595.33,139.29,438.72,497.94,560.67,783.54,1190.66,30,50,150,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,Blue Cross Blue Shield of Illinois,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,578.01,637.23,699.96,922.82,717.3,776.52,839.26,1062.11,856.59,915.81,978.55,1201.4,0,0,Included in Medical,Included in Medical,500,17009,0,358.65,388.26,419.63,531.05,497.94,527.54,558.91,670.34,637.23,666.84,698.21,809.64,250,0,6,12,6,12,100,50,219.36,229.88,248.97,280.33,391.77,595.33,139.29,438.72,497.94,560.67,783.54,1190.66,30,50,150,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Blue Cross Blue Shield of Illinois,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,578.01,637.23,699.96,922.82,717.3,776.52,839.26,1062.11,856.59,915.81,978.55,1201.4,0,0,Included in Medical,Included in Medical,500,17017,0,358.65,388.26,419.63,531.05,497.94,527.54,558.91,670.34,637.23,666.84,698.21,809.64,250,0,6,12,6,12,100,50,219.36,229.88,248.97,280.33,391.77,595.33,139.29,438.72,497.94,560.67,783.54,1190.66,30,50,150,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,Blue Cross Blue Shield of Illinois,PPO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,578.01,637.23,699.96,922.82,717.3,776.52,839.26,1062.11,856.59,915.81,978.55,1201.4,0,0,Included in Medical,Included in Medical,500,17017,0,358.65,388.26,419.63,531.05,497.94,527.54,558.91,670.34,637.23,666.84,698.21,809.64,250,0,6,12,6,12,100,50,219.36,229.88,248.97,280.33,391.77,595.33,139.29,438.72,497.94,560.67,783.54,1190.66,30,50,150,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,Blue Cross Blue Shield of Illinois,PPO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,578.01,637.23,699.96,922.82,717.3,776.52,839.26,1062.11,856.59,915.81,978.55,1201.4,0,0,Included in Medical,Included in Medical,500,17001,0,358.65,388.26,419.63,531.05,497.94,527.54,558.91,670.34,637.23,666.84,698.21,809.64,250,0,6,12,6,12,100,50,219.36,229.88,248.97,280.33,391.77,595.33,139.29,438.72,497.94,560.67,783.54,1190.66,30,50,150,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Blue Cross Blue Shield of Illinois,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,605.73,667.79,733.55,967.11,751.7,813.76,879.52,1113.08,897.67,959.73,1025.49,1259.05,0,0,Included in Medical,Included in Medical,500,17009,0,375.85,406.88,439.76,556.54,521.81,552.85,585.73,702.51,667.79,698.81,731.7,848.48,250,20,3,9,6,12,100,50,229.88,240.92,260.91,293.79,410.57,623.9,145.97,459.76,521.82,587.58,821.14,1247.8,35,55,150,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,Blue Cross Blue Shield of Illinois,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,605.73,667.79,733.55,967.11,751.7,813.76,879.52,1113.08,897.67,959.73,1025.49,1259.05,0,0,Included in Medical,Included in Medical,500,17009,0,375.85,406.88,439.76,556.54,521.81,552.85,585.73,702.51,667.79,698.81,731.7,848.48,250,20,3,9,6,12,100,50,229.88,240.92,260.91,293.79,410.57,623.9,145.97,459.76,521.82,587.58,821.14,1247.8,35,55,150,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Blue Cross Blue Shield of Illinois,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,605.73,667.79,733.55,967.11,751.7,813.76,879.52,1113.08,897.67,959.73,1025.49,1259.05,0,0,Included in Medical,Included in Medical,500,17017,0,375.85,406.88,439.76,556.54,521.81,552.85,585.73,702.51,667.79,698.81,731.7,848.48,250,20,3,9,6,12,100,50,229.88,240.92,260.91,293.79,410.57,623.9,145.97,459.76,521.82,587.58,821.14,1247.8,35,55,150,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,Blue Cross Blue Shield of Illinois,PPO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,605.73,667.79,733.55,967.11,751.7,813.76,879.52,1113.08,897.67,959.73,1025.49,1259.05,0,0,Included in Medical,Included in Medical,500,17017,0,375.85,406.88,439.76,556.54,521.81,552.85,585.73,702.51,667.79,698.81,731.7,848.48,250,20,3,9,6,12,100,50,229.88,240.92,260.91,293.79,410.57,623.9,145.97,459.76,521.82,587.58,821.14,1247.8,35,55,150,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,Blue Cross Blue Shield of Illinois,PPO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,605.73,667.79,733.55,967.11,751.7,813.76,879.52,1113.08,897.67,959.73,1025.49,1259.05,0,0,Included in Medical,Included in Medical,500,17001,0,375.85,406.88,439.76,556.54,521.81,552.85,585.73,702.51,667.79,698.81,731.7,848.48,250,20,3,9,6,12,100,50,229.88,240.92,260.91,293.79,410.57,623.9,145.97,459.76,521.82,587.58,821.14,1247.8,35,55,150,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Blue Cross Blue Shield of Illinois,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,449.45,495.51,544.29,717.58,557.76,603.81,652.6,825.9,666.06,712.13,760.91,934.21,0,0,Included in Medical,Included in Medical,20,17009,20,278.88,301.9,326.3,412.95,387.19,410.22,434.61,521.26,495.5,518.53,542.92,629.56,20,20,5,12,6,12,20,20,170.57,178.76,193.6,217.99,304.64,462.93,108.31,341.14,387.2,435.98,609.28,925.86,20,20,20,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,Blue Cross Blue Shield of Illinois,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,449.45,495.51,544.29,717.58,557.76,603.81,652.6,825.9,666.06,712.13,760.91,934.21,0,0,Included in Medical,Included in Medical,20,17009,20,278.88,301.9,326.3,412.95,387.19,410.22,434.61,521.26,495.5,518.53,542.92,629.56,20,20,5,12,6,12,20,20,170.57,178.76,193.6,217.99,304.64,462.93,108.31,341.14,387.2,435.98,609.28,925.86,20,20,20,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Blue Cross Blue Shield of Illinois,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,449.45,495.51,544.29,717.58,557.76,603.81,652.6,825.9,666.06,712.13,760.91,934.21,0,0,Included in Medical,Included in Medical,20,17017,20,278.88,301.9,326.3,412.95,387.19,410.22,434.61,521.26,495.5,518.53,542.92,629.56,20,20,5,12,6,12,20,20,170.57,178.76,193.6,217.99,304.64,462.93,108.31,341.14,387.2,435.98,609.28,925.86,20,20,20,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,Blue Cross Blue Shield of Illinois,PPO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,449.45,495.51,544.29,717.58,557.76,603.81,652.6,825.9,666.06,712.13,760.91,934.21,0,0,Included in Medical,Included in Medical,20,17017,20,278.88,301.9,326.3,412.95,387.19,410.22,434.61,521.26,495.5,518.53,542.92,629.56,20,20,5,12,6,12,20,20,170.57,178.76,193.6,217.99,304.64,462.93,108.31,341.14,387.2,435.98,609.28,925.86,20,20,20,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,Blue Cross Blue Shield of Illinois,PPO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,449.45,495.51,544.29,717.58,557.76,603.81,652.6,825.9,666.06,712.13,760.91,934.21,0,0,Included in Medical,Included in Medical,20,17001,20,278.88,301.9,326.3,412.95,387.19,410.22,434.61,521.26,495.5,518.53,542.92,629.56,20,20,5,12,6,12,20,20,170.57,178.76,193.6,217.99,304.64,462.93,108.31,341.14,387.2,435.98,609.28,925.86,20,20,20,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Blue Cross Blue Shield of Illinois,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,444.94,490.52,538.82,710.38,552.16,597.74,646.04,817.59,659.38,704.96,753.26,924.81,0,0,Included in Medical,Included in Medical,0,17009,0,276.08,298.87,323.02,408.79,383.3,406.09,430.24,516.02,490.52,513.3,537.46,623.24,0,0,6,12,6,12,0,0,168.86,176.96,191.65,215.8,301.58,458.28,107.22,337.72,383.3,431.6,603.16,916.56,0,0,0,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,Blue Cross Blue Shield of Illinois,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,444.94,490.52,538.82,710.38,552.16,597.74,646.04,817.59,659.38,704.96,753.26,924.81,0,0,Included in Medical,Included in Medical,0,17009,0,276.08,298.87,323.02,408.79,383.3,406.09,430.24,516.02,490.52,513.3,537.46,623.24,0,0,6,12,6,12,0,0,168.86,176.96,191.65,215.8,301.58,458.28,107.22,337.72,383.3,431.6,603.16,916.56,0,0,0,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Blue Cross Blue Shield of Illinois,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,444.94,490.52,538.82,710.38,552.16,597.74,646.04,817.59,659.38,704.96,753.26,924.81,0,0,Included in Medical,Included in Medical,0,17017,0,276.08,298.87,323.02,408.79,383.3,406.09,430.24,516.02,490.52,513.3,537.46,623.24,0,0,6,12,6,12,0,0,168.86,176.96,191.65,215.8,301.58,458.28,107.22,337.72,383.3,431.6,603.16,916.56,0,0,0,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,Blue Cross Blue Shield of Illinois,PPO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,444.94,490.52,538.82,710.38,552.16,597.74,646.04,817.59,659.38,704.96,753.26,924.81,0,0,Included in Medical,Included in Medical,0,17017,0,276.08,298.87,323.02,408.79,383.3,406.09,430.24,516.02,490.52,513.3,537.46,623.24,0,0,6,12,6,12,0,0,168.86,176.96,191.65,215.8,301.58,458.28,107.22,337.72,383.3,431.6,603.16,916.56,0,0,0,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,Blue Cross Blue Shield of Illinois,PPO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,444.94,490.52,538.82,710.38,552.16,597.74,646.04,817.59,659.38,704.96,753.26,924.81,0,0,Included in Medical,Included in Medical,0,17001,0,276.08,298.87,323.02,408.79,383.3,406.09,430.24,516.02,490.52,513.3,537.46,623.24,0,0,6,12,6,12,0,0,168.86,176.96,191.65,215.8,301.58,458.28,107.22,337.72,383.3,431.6,603.16,916.56,0,0,0,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Blue Cross Blue Shield of Illinois,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,435.21,479.8,527.04,694.86,540.09,584.68,631.92,799.74,644.98,689.56,736.8,904.62,0,0,Included in Medical,Included in Medical,0,17009,0,270.04,292.34,315.96,399.87,374.92,397.22,420.84,504.75,479.8,502.1,525.72,609.63,0,0,6,12,6,12,0,0,165.17,173.09,187.46,211.08,294.99,448.26,104.88,330.34,374.92,422.16,589.98,896.52,40,0,0,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,Blue Cross Blue Shield of Illinois,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,435.21,479.8,527.04,694.86,540.09,584.68,631.92,799.74,644.98,689.56,736.8,904.62,0,0,Included in Medical,Included in Medical,0,17009,0,270.04,292.34,315.96,399.87,374.92,397.22,420.84,504.75,479.8,502.1,525.72,609.63,0,0,6,12,6,12,0,0,165.17,173.09,187.46,211.08,294.99,448.26,104.88,330.34,374.92,422.16,589.98,896.52,40,0,0,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Blue Cross Blue Shield of Illinois,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,435.21,479.8,527.04,694.86,540.09,584.68,631.92,799.74,644.98,689.56,736.8,904.62,0,0,Included in Medical,Included in Medical,0,17017,0,270.04,292.34,315.96,399.87,374.92,397.22,420.84,504.75,479.8,502.1,525.72,609.63,0,0,6,12,6,12,0,0,165.17,173.09,187.46,211.08,294.99,448.26,104.88,330.34,374.92,422.16,589.98,896.52,40,0,0,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,Blue Cross Blue Shield of Illinois,PPO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,435.21,479.8,527.04,694.86,540.09,584.68,631.92,799.74,644.98,689.56,736.8,904.62,0,0,Included in Medical,Included in Medical,0,17017,0,270.04,292.34,315.96,399.87,374.92,397.22,420.84,504.75,479.8,502.1,525.72,609.63,0,0,6,12,6,12,0,0,165.17,173.09,187.46,211.08,294.99,448.26,104.88,330.34,374.92,422.16,589.98,896.52,40,0,0,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,Blue Cross Blue Shield of Illinois,PPO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,435.21,479.8,527.04,694.86,540.09,584.68,631.92,799.74,644.98,689.56,736.8,904.62,0,0,Included in Medical,Included in Medical,0,17001,0,270.04,292.34,315.96,399.87,374.92,397.22,420.84,504.75,479.8,502.1,525.72,609.63,0,0,6,12,6,12,0,0,165.17,173.09,187.46,211.08,294.99,448.26,104.88,330.34,374.92,422.16,589.98,896.52,40,0,0,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Blue Cross Blue Shield of Illinois,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,766.18,844.68,927.84,1223.25,950.81,1029.32,1112.48,1407.89,1135.46,1213.96,1297.11,1592.54,0,0,Included in Medical,Included in Medical,400,17009,0,475.4,514.66,556.24,703.94,660.05,699.3,740.88,888.58,844.68,883.93,925.52,1073.23,200,20,1,3,2,8,100,50,290.77,304.72,330.02,371.6,519.3,789.14,184.64,581.54,660.04,743.2,1038.61,1578.28,25,50,150,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,Blue Cross Blue Shield of Illinois,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,766.18,844.68,927.84,1223.25,950.81,1029.32,1112.48,1407.89,1135.46,1213.96,1297.11,1592.54,0,0,Included in Medical,Included in Medical,400,17009,0,475.4,514.66,556.24,703.94,660.05,699.3,740.88,888.58,844.68,883.93,925.52,1073.23,200,20,1,3,2,8,100,50,290.77,304.72,330.02,371.6,519.3,789.14,184.64,581.54,660.04,743.2,1038.61,1578.28,25,50,150,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Blue Cross Blue Shield of Illinois,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,766.18,844.68,927.84,1223.25,950.81,1029.32,1112.48,1407.89,1135.46,1213.96,1297.11,1592.54,0,0,Included in Medical,Included in Medical,400,17017,0,475.4,514.66,556.24,703.94,660.05,699.3,740.88,888.58,844.68,883.93,925.52,1073.23,200,20,1,3,2,8,100,50,290.77,304.72,330.02,371.6,519.3,789.14,184.64,581.54,660.04,743.2,1038.61,1578.28,25,50,150,4,78,4,96,75,3,1,5,3,71,2,46
